基本気質,意思決定,行動傾向,対人関係,価値観信念,役職,性格説明,主軸人格,行動理念
超内向,超慎重,挑戦,仲間派,超理想,挑戦家,理想を掲げ挑戦を恐れない,閉鎖的でリスクを極端に避け、挑戦的な性格,仲間思いで地に足がついていない
超内向,超慎重,挑戦,超仲間,超現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、挑戦的な性格,自己犠牲精神で超現実主義
超内向,超慎重,挑戦,超仲間,現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、挑戦的な性格,自己犠牲精神で現実主義
超内向,超慎重,挑戦,超仲間,少現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、挑戦的な性格,自己犠牲精神で現実的な側面を考慮する
超内向,超慎重,挑戦,超仲間,少理想,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、挑戦的な性格,自己犠牲精神で夢見がち
超内向,超慎重,挑戦,超仲間,理想,挑戦家,理想を掲げ挑戦を恐れない,閉鎖的でリスクを極端に避け、挑戦的な性格,自己犠牲精神で理想的
超内向,超慎重,挑戦,超仲間,超理想,挑戦家,理想を掲げ挑戦を恐れない,閉鎖的でリスクを極端に避け、挑戦的な性格,自己犠牲精神で地に足がついていない
超内向,超慎重,超挑戦,孤高,超現実,孤高の戦士,誰にも頼らず突き進む,閉鎖的でリスクを極端に避け、果敢な性格,孤高の存在で超現実主義
超内向,超慎重,超挑戦,孤高,現実,孤高の戦士,誰にも頼らず突き進む,閉鎖的でリスクを極端に避け、果敢な性格,孤高の存在で現実主義
超内向,超慎重,超挑戦,孤高,少現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,孤高の存在で現実的な側面を考慮する
超内向,超慎重,超挑戦,孤高,少理想,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,孤高の存在で夢見がち
超内向,超慎重,超挑戦,孤高,理想,癒し手,控えめで理想に生きる,閉鎖的でリスクを極端に避け、果敢な性格,孤高の存在で理想的
超内向,超慎重,超挑戦,孤高,超理想,癒し手,控えめで理想に生きる,閉鎖的でリスクを極端に避け、果敢な性格,孤高の存在で地に足がついていない
超内向,超慎重,超挑戦,一匹狼,超現実,孤高の戦士,誰にも頼らず突き進む,閉鎖的でリスクを極端に避け、果敢な性格,一匹狼で超現実主義
超内向,超慎重,超挑戦,一匹狼,現実,孤高の戦士,誰にも頼らず突き進む,閉鎖的でリスクを極端に避け、果敢な性格,一匹狼で現実主義
超内向,超慎重,超挑戦,一匹狼,少現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,一匹狼で現実的な側面を考慮する
超内向,超慎重,超挑戦,一匹狼,少理想,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,一匹狼で夢見がち
超内向,超慎重,超挑戦,一匹狼,理想,癒し手,控えめで理想に生きる,閉鎖的でリスクを極端に避け、果敢な性格,一匹狼で理想的
超内向,超慎重,超挑戦,一匹狼,超理想,癒し手,控えめで理想に生きる,閉鎖的でリスクを極端に避け、果敢な性格,一匹狼で地に足がついていない
超内向,超慎重,超挑戦,少孤独,超現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,自由主義で超現実主義
超内向,超慎重,超挑戦,少孤独,現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,自由主義で現実主義
超内向,超慎重,超挑戦,少孤独,少現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,自由主義で現実的な側面を考慮する
超内向,超慎重,超挑戦,少孤独,少理想,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,自由主義で夢見がち
超内向,超慎重,超挑戦,少孤独,理想,癒し手,控えめで理想に生きる,閉鎖的でリスクを極端に避け、果敢な性格,自由主義で理想的
超内向,超慎重,超挑戦,少孤独,超理想,癒し手,控えめで理想に生きる,閉鎖的でリスクを極端に避け、果敢な性格,自由主義で地に足がついていない
超内向,超慎重,超挑戦,少仲間,超現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,温厚で超現実主義
超内向,超慎重,超挑戦,少仲間,現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,温厚で現実主義
超内向,超慎重,超挑戦,少仲間,少現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,温厚で現実的な側面を考慮する
超内向,超慎重,超挑戦,少仲間,少理想,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,温厚で夢見がち
超内向,超慎重,超挑戦,少仲間,理想,癒し手,控えめで理想に生きる,閉鎖的でリスクを極端に避け、果敢な性格,温厚で理想的
超内向,超慎重,超挑戦,少仲間,超理想,癒し手,控えめで理想に生きる,閉鎖的でリスクを極端に避け、果敢な性格,温厚で地に足がついていない
超内向,超慎重,超挑戦,仲間派,超現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,仲間思いで超現実主義
超内向,超慎重,超挑戦,仲間派,現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,仲間思いで現実主義
超内向,超慎重,超挑戦,仲間派,少現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,仲間思いで現実的な側面を考慮する
超内向,超慎重,超挑戦,仲間派,少理想,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,仲間思いで夢見がち
超内向,超慎重,超挑戦,仲間派,理想,挑戦家,理想を掲げ挑戦を恐れない,閉鎖的でリスクを極端に避け、果敢な性格,仲間思いで理想的
超内向,超慎重,超挑戦,仲間派,超理想,挑戦家,理想を掲げ挑戦を恐れない,閉鎖的でリスクを極端に避け、果敢な性格,仲間思いで地に足がついていない
超内向,超慎重,超挑戦,超仲間,超現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,自己犠牲精神で超現実主義
超内向,超慎重,超挑戦,超仲間,現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,自己犠牲精神で現実主義
超内向,超慎重,超挑戦,超仲間,少現実,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,自己犠牲精神で現実的な側面を考慮する
超内向,超慎重,超挑戦,超仲間,少理想,策略家,冷静に挑む策士,閉鎖的でリスクを極端に避け、果敢な性格,自己犠牲精神で夢見がち
超内向,超慎重,超挑戦,超仲間,理想,挑戦家,理想を掲げ挑戦を恐れない,閉鎖的でリスクを極端に避け、果敢な性格,自己犠牲精神で理想的
超内向,超慎重,超挑戦,超仲間,超理想,挑戦家,理想を掲げ挑戦を恐れない,閉鎖的でリスクを極端に避け、果敢な性格,自己犠牲精神で地に足がついていない
超内向,慎重,超回避,孤高,超現実,影の参謀,裏方で支える冷静慎重派,閉鎖的で慎重的、対立を徹底的に避ける性格,孤高の存在で超現実主義
超内向,慎重,超回避,孤高,現実,影の参謀,裏方で支える冷静慎重派,閉鎖的で慎重的、対立を徹底的に避ける性格,孤高の存在で現実主義
超内向,慎重,超回避,孤高,少現実,調整役,周囲を見てバランスを取る人,閉鎖的で慎重的、対立を徹底的に避ける性格,孤高の存在で現実的な側面を考慮する
超内向,慎重,超回避,孤高,少理想,調整役,周囲を見てバランスを取る人,閉鎖的で慎重的、対立を徹底的に避ける性格,孤高の存在で夢見がち
超内向,慎重,超回避,孤高,理想,癒し手,控えめで理想に生きる,閉鎖的で慎重的、対立を徹底的に避ける性格,孤高の存在で理想的
超内向,慎重,超回避,孤高,超理想,癒し手,控えめで理想に生きる,閉鎖的で慎重的、対立を徹底的に避ける性格,孤高の存在で地に足がついていない
超内向,慎重,超回避,一匹狼,超現実,影の参謀,裏方で支える冷静慎重派,閉鎖的で慎重的、対立を徹底的に避ける性格,一匹狼で超現実主義
超内向,慎重,超回避,一匹狼,現実,影の参謀,裏方で支える冷静慎重派,閉鎖的で慎重的、対立を徹底的に避ける性格,一匹狼で現実主義
超内向,慎重,超回避,一匹狼,少現実,調整役,周囲を見てバランスを取る人,閉鎖的で慎重的、対立を徹底的に避ける性格,一匹狼で現実的な側面を考慮する
超内向,慎重,超回避,一匹狼,少理想,調整役,周囲を見てバランスを取る人,閉鎖的で慎重的、対立を徹底的に避ける性格,一匹狼で夢見がち
超内向,慎重,超回避,一匹狼,理想,癒し手,控えめで理想に生きる,閉鎖的で慎重的、対立を徹底的に避ける性格,一匹狼で理想的
超内向,慎重,超回避,一匹狼,超理想,癒し手,控えめで理想に生きる,閉鎖的で慎重的、対立を徹底的に避ける性格,一匹狼で地に足がついていない
超内向,慎重,超回避,少孤独,超現実,調整役,周囲を見てバランスを取る人,閉鎖的で慎重的、対立を徹底的に避ける性格,自由主義で超現実主義
超内向,慎重,超回避,少孤独,現実,調整役,周囲を見てバランスを取る人,閉鎖的で慎重的、対立を徹底的に避ける性格,自由主義で現実主義
超内向,慎重,超回避,少孤独,少現実,調整役,周囲を見てバランスを取る人,閉鎖的で慎重的、対立を徹底的に避ける性格,自由主義で現実的な側面を考慮する
